sex,age,famsize,Pstatus,Medu,Fedu,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,famrel,freetime,goout,health,absences,alc,grade
0.0,16.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,5.0,16.0,0.3965950939935057,0.03340839052433142
1.0,15.0,0.0,1.0,3.0,4.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,3.0,5.0,0.0,-0.7711842964420164,-2.367826055683999
0.0,15.0,0.0,1.0,4.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,0.0,-0.7711842964420164,-2.1442598100673855
1.0,17.0,0.0,1.0,3.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,5.0,5.0,0.0,0.9452753613593717,-2.2560429328756926
0.0,16.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,2.0,5.0,0.0,-0.7711842964420164,-2.926741669725533
1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,5.0,0.0,0.007335297181664979,0.4447823704848914
0.0,15.0,0.0,1.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,0.0,-0.7711842964420164,1.3332895895590553
1.0,15.0,0.0,1.0,4.0,3.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,-0.7711842964420164,-1.6777323674692113
1.0,16.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,8.0,0.16675576773569034,-0.6775564465884817
0.0,15.0,0.0,1.0,4.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,-0.7711842964420164,-0.3019409779005889
0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,1.104695831913397,0.734107875254549
1.0,17.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,4.0,5.0,5.0,0.0,-0.3819244996301757,-2.8149585469172265
0.0,15.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,5.0,0.0,-0.3819244996301757,-0.41372410070889565
0.0,15.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,0.0,-0.7711842964420164,-1.9925510311289407
0.0,15.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,2.0,5.0,2.0,-0.7711842964420164,-0.1901578550922821
1.0,16.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,5.0,0.0,-0.22250402907615036,-1.9822856787463448
1.0,15.0,1.0,0.0,2.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,5.0,5.0,0.0,1.3345351581712124,-0.7030496054785532
1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,4.0,0.0,1.3345351581712124,-2.195586571980363
1.0,16.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,6.0,1.8832154255370783,0.4953138231304593
0.0,15.0,0.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,8.0,0.5560155645475311,-0.37796558943622854
1.0,19.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,4.0,4.0,0.0,-0.7711842964420164,-2.8149585469172265
0.0,17.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,4.0,0.0,-0.7711842964420164,0.007915231634259778
1.0,15.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,-0.7711842964420164,-0.6417979353158145
1.0,17.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,5.0,8.0,1.104695831913397,0.75463858001974
0.0,18.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,5.0,4.0,6.0,0.7858548908053463,-0.6927842530959577
1.0,16.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,3.0,2.0,-0.3819244996301757,1.343554941941651
1.0,16.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,2.0426358960911037,-0.002350120748335719
1.0,17.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,5.0,0.0,0.16675576773569034,-1.9822856787463448
1.0,15.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,3.0,6.0,0.3965950939935057,-1.297268865658179
1.0,16.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,0.0,0.9452753613593717,-2.5913923013006124
1.0,17.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,3.0,2.0,2.0,0.3965950939935057,-0.37796558943622854
1.0,17.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,5.0,5.0,0.0,0.7858548908053463,-1.39878663608389
1.0,16.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,2.0,2.0,16.0,-0.7711842964420164,0.11969835444256655
1.0,16.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,4.0,4.0,0.9452753613593717,-0.37796558943622854
0.0,16.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,3.0,3.0,0.0,-0.7711842964420164,1.0944955374349656
0.0,16.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,5.0,4.0,0.0,-0.7711842964420164,-1.9925510311289407
0.0,16.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,3.0,0.0,-0.7711842964420164,0.8203978391727841
1.0,16.0,0.0,1.0,3.0,4.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,5.0,2.0,0.0,0.9452753613593717,-2.195586571980363
1.0,16.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,-0.7711842964420164,0.9827124146266589
1.0,17.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,0.0,0.007335297181664979,0.058901549414403086
0.0,16.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,5.0,3.0,0.0,-0.7711842964420164,-1.7689847855123269
0.0,16.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,4.0,-0.7711842964420164,-0.36273778292875236
1.0,17.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0426358960911037,-0.5657733237801749
0.0,16.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0,5.0,2.0,0.3965950939935057,0.3482270541840608
1.0,17.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,4.0,0.3965950939935057,-1.6778467884709525
1.0,16.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,10.0,1.4939556287252378,-0.6672910942058862
1.0,17.0,0.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,4.0,-0.7711842964420164,-0.29167562551799336
1.0,16.0,0.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,10.0,0.5560155645475311,-0.8653641809324281
1.0,16.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,-0.3819244996301757,0.3227338952939891
0.0,17.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,4.0,2.0,5.0,0.0,0.5560155645475311,1.607387287821237
0.0,17.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,56.0,0.5560155645475311,-0.7638464105067168
0.0,16.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,14.0,-0.3819244996301757,0.3227338952939891
1.0,17.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,12.0,0.5560155645475311,0.1349261609500427
1.0,16.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,-0.3819244996301757,0.023143038141735923
1.0,16.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,5.0,0.0,-0.3819244996301757,1.1199886963250374
0.0,17.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,6.0,0.007335297181664979,-0.9923751102482109
1.0,17.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,0.7858548908053463,-0.7030496054785532
0.0,16.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,2.0,10.0,-0.7711842964420164,0.19572296597820618
0.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,0.0,-0.7711842964420164,-0.8908573398224996
1.0,17.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,4.0,5.0,12.0,2.4318956929029443,-1.0889304265490416
1.0,16.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,8.0,1.4939556287252378,-0.7030496054785532
1.0,16.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,3.0,3.0,0.0,-0.7711842964420164,0.7086147163644774
0.0,17.0,1.0,1.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,0.0,-0.7711842964420164,1.0082055735167306
1.0,17.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,3.0,5.0,4.0,-0.3819244996301757,1.4298449058598859
1.0,16.0,1.0,1.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,8.0,1.8832154255370783,-0.5912664826702466
0.0,17.0,0.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,2.0,24.0,0.5560155645475311,2.0187612677817968
0.0,16.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,2.0,3.0,0.0,-0.3819244996301757,-0.5912664826702466
0.0,16.0,0.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,0.7858548908053463,1.4195795534772906
0.0,16.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,6.0,0.007335297181664979,-0.6015318350528421
0.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,1.0,4.0,0.007335297181664979,-0.5912664826702466
0.0,17.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,3.0,18.0,-0.3819244996301757,-1.4645458952369343
0.0,16.0,0.0,1.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,5.0,5.0,6.0,-0.7711842964420164,-0.29167562551799336
0.0,17.0,0.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,5.0,28.0,1.4939556287252378,-0.5657733237801749
0.0,16.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,0.16675576773569034,-1.276738160892988
0.0,16.0,0.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,10.0,-0.7711842964420164,0.19572296597820618
0.0,16.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,2.0,5.0,6.0,0.3965950939935057,-0.5912664826702466
0.0,17.0,0.0,1.0,4.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,6.0,-0.7711842964420164,-1.276738160892988
0.0,19.0,0.0,1.0,3.0,3.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,10.0,-0.3819244996301757,-0.9771473037407348
1.0,17.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,5.0,3.0,13.0,2.4318956929029443,0.3075060887865129
0.0,16.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,4.0,4.0,0.0,-0.7711842964420164,0.4953138231304593
1.0,18.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,15.0,0.9452753613593717,-1.3022313197830595
0.0,17.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,3.0,12.0,-0.3819244996301757,-0.6015318350528421
0.0,17.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,0.007335297181664979,1.0082055735167306
0.0,17.0,0.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,5.0,1.0,22.0,0.9452753613593717,-1.7489089458817115
1.0,18.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,4.0,13.0,0.9452753613593717,-1.4037490902087708
0.0,17.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.3965950939935057,-1.190448196974753
0.0,17.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,-0.7711842964420164,-0.48974871224453526
0.0,17.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,2.0,-0.3819244996301757,-1.5763290180452412
0.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,0.0,-0.7711842964420164,-2.195586571980363
0.0,16.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,-0.7711842964420164,1.5058695173955254
1.0,18.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,4.0,0.0,2.98057596026881,0.40902385921222423
0.0,16.0,0.0,1.0,4.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0,2.0,5.0,0.0,-0.7711842964420164,0.6070969459387662
0.0,18.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,16.0,-0.7711842964420164,-0.9516541448506631
0.0,17.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,4.0,3.0,10.0,0.007335297181664979,1.231771819133344
1.0,17.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,3.0,3.0,3.0,2.0,0.007335297181664979,0.11969835444256655
1.0,18.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,14.0,2.4318956929029443,-0.6672910942058862
0.0,17.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,10.0,-0.3819244996301757,0.018180584016855277
0.0,17.0,1.0,1.0,4.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,14.0,-0.3819244996301757,0.6070969459387662
1.0,17.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,4.0,-0.7711842964420164,-0.07837473228397535
1.0,17.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,2.0,14.0,0.007335297181664979,-0.45399020097186815
1.0,16.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,0.9452753613593717,0.6325901048288377
1.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,2.0,5.0,18.0,-0.7711842964420164,-1.1394618791946096
1.0,16.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,10.0,0.007335297181664979,-0.36770023705363303
1.0,17.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,2.0,4.0,4.0,2.98057596026881,0.6325901048288377
0.0,16.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,2.0,5.0,20.0,-0.7711842964420164,0.3329992476765846
0.0,17.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,-0.7711842964420164,0.14519151333263822
1.0,18.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,4.0,2.0,0.0,1.8832154255370783,-1.8807679083206341
1.0,17.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,14.0,0.3965950939935057,0.2212161248682778
1.0,17.0,1.0,0.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,0.5560155645475311,-0.10386789117404699
1.0,16.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,5.0,3.0,0.0,-0.7711842964420164,-2.703175424108919
1.0,16.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,0.0,-0.3819244996301757,0.3329992476765846
0.0,18.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,3.0,0.0,-0.7711842964420164,-2.5913923013006124
1.0,16.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,4.0,6.0,-0.7711842964420164,2.0187612677817968
1.0,17.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,2.0,4.0,-0.7711842964420164,0.3075060887865129
1.0,22.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,1.0,16.0,2.98057596026881,-1.2007135493573482
1.0,18.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,5.0,8.0,0.007335297181664979,-2.099486120814108
1.0,16.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,2.0,5.0,0.0,0.9452753613593717,0.8964224507084237
1.0,18.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,5.0,0.0,0.9452753613593717,-1.2007135493573482
1.0,16.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,3.0,2.0,6.0,0.007335297181664979,-0.7133149578611487
1.0,18.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,4.0,1.3345351581712124,-1.0991957789316371
1.0,16.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,0.007335297181664979,-0.8756295333150236
1.0,17.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,5.0,0.0,0.9452753613593717,-0.22591636636494927
1.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,2.0,-0.3819244996301757,-0.9874126561233303
0.0,17.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,6.0,-0.7711842964420164,0.5310723344031265
1.0,19.0,1.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,12.0,-0.7711842964420164,-0.07837473228397535
1.0,18.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,8.0,-0.3819244996301757,0.9321809619810909
0.0,17.0,1.0,1.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,0.0,-0.7711842964420164,-1.3423829990442908
0.0,18.0,0.0,1.0,4.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,21.0,0.007335297181664979,1.90697814497349
1.0,18.0,0.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,2.0,3.0,2.0,-0.7711842964420164,-0.9771473037407348
1.0,18.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,2.0,3.0,1.0,-0.7711842964420164,0.3329992476765846
0.0,17.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,4.0,4.0,-0.7711842964420164,-0.5657733237801749
0.0,18.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,0.0,-0.7711842964420164,-1.3526483514268863
1.0,18.0,1.0,0.0,3.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,13.0,1.4939556287252378,1.7191704106295436
1.0,17.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,2.0,1.4939556287252378,-0.5912664826702466
0.0,18.0,0.0,1.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,8.0,0.16675576773569034,-0.06810937990137984
